ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,Year,Updated On
11528954,JB544643,8/12/2018 1:45,029XX N HARLEM AVE,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,TRUE,FALSE,2511,25,29,18,7,2018,12/15/2018 16:10
11529063,JB544607,8/12/2018 1:42,027XX N SACRAMENTO AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1411,14,32,22,6,2018,12/15/2018 16:10
11528896,JB544582,8/12/2018 1:36,031XX W FILLMORE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,TRUE,FALSE,1134,11,24,29,14,2018,12/15/2018 16:10
11528924,JB544632,8/12/2018 1:35,114XX S CHURCH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,TRUE,TRUE,2212,22,34,75,14,2018,12/15/2018 16:10
11528903,JB544605,8/12/2018 1:32,039XX W ADAMS ST,1479,CONCEALED CARRY LICENSE VIOLATION,ARMED WHILE UNDER THE INFLUENCE,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1122,11,28,26,15,2018,12/15/2018 16:10
11529251,JB545094,8/12/2018 1:30,055XX N WINTHROP AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,2023,20,48,77,08B,2018,12/15/2018 16:10
11530621,JB544602,8/12/2018 1:30,042XX W 79TH PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,834,8,18,70,08B,2018,12/19/2018 16:12
11528946,JB544663,8/12/2018 1:30,119XX S LOOMIS ST,460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,524,5,34,53,08B,2018,12/15/2018 16:10
11528876,JB544584,8/12/2018 1:26,006XX N LA SALLE DR,910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,FALSE,FALSE,1832,18,42,8,7,2018,12/15/2018 16:10
11530650,JB546961,8/12/2018 1:26,006XX N LA SALLE DR,910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,FALSE,FALSE,1832,18,42,8,7,2018,12/15/2018 16:10
11528933,JB544595,8/12/2018 1:25,074XX N OAKLEY AVE,553,ASSAULT,AGGRAVATED PO: OTHER DANG WEAP,STREET,FALSE,FALSE,2411,24,49,2,04A,2018,12/15/2018 16:10
11528904,JB544583,8/12/2018 1:25,032XX W OHIO ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1121,11,27,23,14,2018,12/15/2018 16:10
11528871,JB544578,8/12/2018 1:20,044XX S FAIRFIELD AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,FALSE,TRUE,922,9,15,58,04B,2018,12/15/2018 16:10
11528878,JB544577,8/12/2018 1:10,052XX N NATOMA AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1613,16,45,10,9,2018,12/15/2018 16:10
11529718,JB544576,8/12/2018 1:06,003XX N DEARBORN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL/MOTEL,FALSE,TRUE,1831,18,42,8,08B,2018,12/15/2018 16:10
11534504,JB551951,8/12/2018 1:00,055XX S ARCHER AVE,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,814,8,14,56,6,2018,12/15/2018 16:10
11533145,JB550326,8/12/2018 1:00,089XX S MORGAN ST,330,ROBBERY,AGGRAVATED,STREET,FALSE,FALSE,2222,22,21,73,3,2018,12/15/2018 16:10
11531362,JB547827,8/12/2018 1:00,054XX N CLARK ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,2012,20,40,77,6,2018,12/15/2018 16:10
11529843,JB545942,8/12/2018 1:00,075XX N PAULINA ST,870,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,2422,24,49,1,6,2018,12/15/2018 16:10
11532354,JB549364,8/12/2018 1:00,006XX N FRANKLIN ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1831,18,42,8,6,2018,12/15/2018 16:10
11532982,JB550103,8/12/2018 1:00,079XX S ELLIS AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,624,6,8,44,5,2018,12/15/2018 16:10
11533035,JB550141,8/12/2018 1:00,001XX W MAPLE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SIDEWALK,FALSE,FALSE,1824,18,2,8,11,2018,12/15/2018 16:10
11529568,JB544935,8/12/2018 1:00,052XX S DORCHESTER AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,FALSE,FALSE,234,2,4,41,17,2018,12/15/2018 16:10
11528999,JB544759,8/12/2018 1:00,045XX S LARAMIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,814,8,22,56,14,2018,12/15/2018 16:10
11529001,JB544754,8/12/2018 1:00,0000X W DIVISION ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1824,18,2,8,6,2018,12/15/2018 16:10
11532405,JB549157,8/12/2018 1:00,0000X W Hubbard St,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1831,18,42,8,6,2018,12/15/2018 16:10
11528890,JB544572,8/12/2018 0:51,014XX N SEDGWICK ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,TRUE,TRUE,1821,18,27,8,08B,2018,12/15/2018 16:10
11528930,JB544568,8/12/2018 0:50,012XX E 71ST ST,460,BATTERY,SIMPLE,BAR OR TAVERN,FALSE,FALSE,321,3,5,69,08B,2018,12/15/2018 16:10
11529019,JB544685,8/12/2018 0:49,008XX N OAKLEY BLVD,2021,NARCOTICS,POSS: BARBITUATES,STREET,TRUE,FALSE,1212,12,2,24,18,2018,12/15/2018 16:10
11529360,JB545321,8/12/2018 0:45,015XX N WELLS ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1821,18,27,8,6,2018,12/15/2018 16:10
11530717,JB544563,8/12/2018 0:45,0000X W TERMINAL ST,560,ASSAULT,SIMPLE,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,FALSE,FALSE,1653,16,41,76,08A,2018,12/15/2018 16:10
11532573,JB544601,8/12/2018 0:42,049XX W PATTERSON AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,APARTMENT,FALSE,FALSE,1634,16,30,15,20,2018,12/19/2018 16:12
11528846,JB544561,8/12/2018 0:40,020XX W DIVISION ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1212,12,1,24,6,2018,12/15/2018 16:10
11528889,JB544555,8/12/2018 0:39,079XX S SOUTH SHORE DR,460,BATTERY,SIMPLE,ALLEY,FALSE,FALSE,422,4,7,46,08B,2018,12/15/2018 16:10
11528863,JB544558,8/12/2018 0:35,016XX W 21ST ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,FALSE,1234,12,25,31,08B,2018,12/15/2018 16:10
11528852,JB544549,8/12/2018 0:33,003XX E SOUTH WATER ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,114,1,42,32,08B,2018,12/15/2018 16:10
11529732,JB545649,8/12/2018 0:30,058XX S ELLIS AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,HOSPITAL BUILDING/GROUNDS,FALSE,TRUE,235,2,5,41,08B,2018,12/15/2018 16:10
11531416,JB544574,8/12/2018 0:30,003XX N STATE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1831,18,42,8,08B,2018,12/15/2018 16:10
11528907,JB544550,8/12/2018 0:30,067XX S EAST END AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,332,3,5,43,08A,2018,12/15/2018 16:10
11529847,JB544783,8/12/2018 0:30,015XX S ST LOUIS AVE,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,FALSE,FALSE,1021,10,24,29,7,2018,12/15/2018 16:10
11596113,JC152870,8/12/2018 0:28,017XX W GREENLEAF AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,TRUE,2423,24,49,1,26,2018,2/15/2019 16:04
11528862,JB544557,8/12/2018 0:26,016XX N WESTERN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1434,14,1,24,08B,2018,12/15/2018 16:10
11528859,JB544565,8/12/2018 0:19,105XX S INDIANA AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,512,5,9,49,18,2018,12/15/2018 16:10
11528832,JB544552,8/12/2018 0:14,008XX W 31ST ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,FALSE,FALSE,913,9,11,60,15,2018,12/15/2018 16:10
11530681,JB544564,8/12/2018 0:12,014XX N LARAMIE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2533,25,37,25,08B,2018,12/19/2018 16:12
11528860,JB544540,8/12/2018 0:11,029XX N LUNA AVE,051B,ASSAULT,AGGRAVATED: OTHER FIREARM,RESIDENCE,TRUE,FALSE,2514,25,31,19,04A,2018,12/15/2018 16:10
11529594,JB545283,8/12/2018 0:07,092XX S ELLIS AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENCE,FALSE,FALSE,413,4,8,47,26,2018,12/15/2018 16:10
11659274,JC229376,8/12/2018 0:01,020XX W PETERSON AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,FALSE,FALSE,2413,24,40,2,11,2018,4/19/2019 16:10
11529031,JB544853,8/12/2018 0:01,0000X W HUBBARD ST,890,THEFT,FROM BUILDING,TAVERN/LIQUOR STORE,FALSE,FALSE,1831,18,42,8,6,2018,12/15/2018 16:10
11602822,JC160979,8/12/2018 0:01,014XX S KENNETH AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,FALSE,FALSE,1011,10,24,29,11,2018,2/22/2019 16:04
11528842,JB544588,8/12/2018 0:01,023XX W MADISON ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,TRUE,FALSE,1223,12,27,28,26,2018,12/15/2018 16:10
11607864,JC165836,8/12/2018 0:01,053XX W GRACE ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,1634,16,38,15,5,2018,2/27/2019 16:21
11529138,JB544815,8/12/2018 0:01,003XX E 55TH PL,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,231,2,20,40,6,2018,12/15/2018 16:10
11528973,JB544676,8/12/2018 0:01,076XX S WOOD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,611,6,17,71,14,2018,12/15/2018 16:10
11529335,JB545222,8/12/2018 0:01,023XX N MILWAUKEE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,FALSE,FALSE,1414,14,1,22,11,2018,12/15/2018 16:10
11539567,JB558869,8/12/2018 0:01,074XX N OAKLEY AVE,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,FALSE,FALSE,2411,24,50,2,10,2018,1/23/2019 16:13
11529124,JB545016,8/12/2018 0:01,015XX N WELLS ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1821,18,27,8,6,2018,12/15/2018 16:10
11529372,JB545296,8/12/2018 0:01,010XX W IRVING PARK RD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1923,19,46,6,7,2018,12/15/2018 16:10
11529160,JB544954,8/12/2018 0:01,030XX W DIVERSEY AVE,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,FALSE,FALSE,1411,14,33,21,04B,2018,12/15/2018 16:10
11529903,JB546030,8/12/2018 0:01,014XX N LINDER AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,FALSE,FALSE,2532,25,37,25,11,2018,12/15/2018 16:10
11528905,JB544641,8/12/2018 0:00,006XX W 46TH PL,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,925,9,11,61,7,2018,2/4/2019 16:03
11531265,JB547963,8/12/2018 0:00,014XX N LINDER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,2532,25,37,25,11,2018,12/15/2018 16:10
11529511,JB545167,8/12/2018 0:00,006XX N FRANKLIN ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1831,18,42,8,6,2018,12/15/2018 16:10
11529088,JB544899,8/12/2018 0:00,034XX W WALNUT ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1123,11,28,27,7,2018,12/15/2018 16:10
11538863,JB544964,8/12/2018 0:00,067XX W SCHREIBER AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1611,16,41,10,26,2018,12/20/2018 16:06
11532225,JB549108,8/12/2018 0:00,024XX S WESTERN AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1034,10,25,31,6,2018,12/15/2018 16:10
11532262,JB548937,8/12/2018 0:00,111XX S EMERALD AVE,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,2233,22,34,49,6,2018,12/15/2018 16:10
11528829,JB544531,7/12/2018 23:55,034XX W FRANKLIN BLVD,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,TRUE,FALSE,1121,11,27,23,15,2018,12/14/2018 16:11
11529427,JB545205,7/12/2018 23:55,001XX W KINZIE ST,820,THEFT,$500 AND UNDER,RESTAURANT,FALSE,FALSE,1831,18,42,8,6,2018,12/14/2018 16:11
11528962,JB544573,7/12/2018 23:54,022XX W DIVERSEY PKWY,143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,BOWLING ALLEY,TRUE,FALSE,1432,14,1,22,15,2018,12/14/2018 16:11
11528836,JB544535,7/12/2018 23:47,009XX N CICERO AVE,453,BATTERY,AGGRAVATED PO: OTHER DANG WEAP,STREET,TRUE,FALSE,1111,11,37,25,04B,2018,1/23/2019 11:23
11531026,JB547466,7/12/2018 23:45,030XX W EASTWOOD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,1713,17,33,14,11,2018,12/14/2018 16:11
11528819,JB544525,7/12/2018 23:38,003XX E KENSINGTON AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,ALLEY,TRUE,FALSE,532,5,9,53,18,2018,12/14/2018 16:11
11528845,JB544530,7/12/2018 23:37,008XX W BUENA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1915,19,46,3,08B,2018,12/14/2018 16:11
11528855,JB544544,7/12/2018 23:34,040XX S DR MARTIN LUTHER KING JR DR,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,TRUE,FALSE,213,2,3,38,18,2018,12/14/2018 16:11
11528870,JB544553,7/12/2018 23:32,028XX W 21ST ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,TRUE,FALSE,1023,10,12,30,26,2018,12/14/2018 16:11
11529137,JB544816,7/12/2018 23:30,051XX W IOWA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,FALSE,FALSE,1531,15,37,25,14,2018,12/14/2018 16:11
11541388,JB558295,7/12/2018 23:30,075XX N BELL AVE,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,FALSE,FALSE,2411,24,49,2,7,2018,12/26/2018 16:12
11528824,JB544520,7/12/2018 23:30,008XX W LAWRENCE AVE,460,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,FALSE,FALSE,2024,20,46,3,08B,2018,12/14/2018 16:11
11529944,JB544821,7/12/2018 23:30,093XX S DR MARTIN LUTHER KING JR DR,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,FALSE,633,6,9,49,3,2018,1/17/2019 14:26
11531170,JB547723,7/12/2018 23:30,018XX W EVERGREEN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1424,14,1,24,7,2018,12/14/2018 16:11
11528983,JB544725,7/12/2018 23:30,017XX N HOYNE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1434,14,32,24,14,2018,12/14/2018 16:11
11528942,JB544538,7/12/2018 23:27,025XX S ARCHER AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,913,9,11,60,15,2018,12/14/2018 16:11
11528831,JB544511,7/12/2018 23:24,048XX W BELDEN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2522,25,36,19,08B,2018,12/14/2018 16:11
11528837,JB544515,7/12/2018 23:20,073XX N DAMEN AVE,460,BATTERY,SIMPLE,APARTMENT,TRUE,FALSE,2424,24,49,1,08B,2018,12/14/2018 16:11
11528833,JB544526,7/12/2018 23:15,124XX S EMERALD AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,FALSE,FALSE,523,5,34,53,15,2018,12/14/2018 16:11
11528868,JB544603,7/12/2018 23:15,014XX N KINGSBURY ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1822,18,27,8,6,2018,12/14/2018 16:11
11528841,JB544514,7/12/2018 23:10,036XX W 105TH ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,TRUE,FALSE,2211,22,19,74,26,2018,12/14/2018 16:11
11528843,JB544503,7/12/2018 23:06,016XX W 81ST ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,614,6,21,71,08B,2018,12/14/2018 16:11
11528867,JB544504,7/12/2018 23:00,016XX S KOMENSKY AVE,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,TRUE,FALSE,1012,10,24,29,04B,2018,11/6/2019 16:08
11529005,JB544765,7/12/2018 23:00,047XX N WOLCOTT AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1912,19,47,4,6,2018,12/14/2018 16:11
11529087,JB544862,7/12/2018 23:00,059XX N LINCOLN AVE,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,HOTEL/MOTEL,FALSE,FALSE,2011,20,40,2,2,2018,1/17/2019 14:26
11536422,JB554816,7/12/2018 23:00,057XX W 64TH PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,812,8,13,64,08B,2018,12/19/2018 16:12
11529016,JB544781,7/12/2018 23:00,046XX W 87TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,834,8,18,70,08B,2018,12/14/2018 16:11
11528950,JB544653,7/12/2018 23:00,063XX S ELIZABETH ST,610,BURGLARY,FORCIBLE ENTRY,ALLEY,FALSE,FALSE,724,7,16,67,5,2018,12/14/2018 16:11
11529362,JB545326,7/12/2018 23:00,011XX W LAWRENCE AVE,460,BATTERY,SIMPLE,OTHER,FALSE,FALSE,2033,20,46,3,08B,2018,12/14/2018 16:11
11528830,JB544505,7/12/2018 22:50,050XX W DRUMMOND PL,460,BATTERY,SIMPLE,STREET,TRUE,FALSE,2521,25,31,19,08B,2018,12/14/2018 16:11
11528822,JB544509,7/12/2018 22:50,066XX S GREENWOOD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,321,3,5,42,08B,2018,12/14/2018 16:11
11528788,JB544483,7/12/2018 22:47,001XX W 35TH ST,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,211,2,3,35,08B,2018,12/14/2018 16:11
11528884,JB544491,7/12/2018 22:45,028XX W 57TH ST,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,824,8,16,63,08A,2018,12/14/2018 16:11
11528865,JB544548,7/12/2018 22:45,066XX S GREENWOOD AVE,496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,FALSE,TRUE,321,3,5,42,04B,2018,12/14/2018 16:11
11528804,JB544481,7/12/2018 22:45,028XX W 57TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,824,8,16,63,08B,2018,12/14/2018 16:11
11529119,JB544977,7/12/2018 22:40,003XX S HAMLIN BLVD,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1133,11,28,26,6,2018,12/14/2018 16:11
11528810,JB544486,7/12/2018 22:39,055XX W QUINCY ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,SIDEWALK,TRUE,FALSE,1522,15,29,25,18,2018,12/14/2018 16:11
11529315,JB544473,7/12/2018 22:35,052XX W ADAMS ST,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,FALSE,FALSE,1522,15,29,25,3,2018,12/14/2018 16:11
11528982,JB544738,7/12/2018 22:30,009XX N TRUMBULL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1121,11,27,23,14,2018,12/14/2018 16:11
11529216,JB544501,7/12/2018 22:30,020XX N MILWAUKEE AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1431,14,1,22,6,2018,12/14/2018 16:11
11529611,JB544482,7/12/2018 22:28,034XX W OGDEN AVE,460,BATTERY,SIMPLE,SMALL RETAIL STORE,FALSE,FALSE,1024,10,24,29,08B,2018,12/14/2018 16:11
11528931,JB544474,7/12/2018 22:25,007XX E 103RD PL,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,TRUE,512,5,9,50,6,2018,12/14/2018 16:11
11529262,JB544475,7/12/2018 22:15,059XX S RACINE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,FALSE,TRUE,712,7,16,68,08B,2018,12/14/2018 16:11
11528783,JB544463,7/12/2018 22:10,059XX S CALIFORNIA AVE,890,THEFT,FROM BUILDING,GAS STATION,FALSE,FALSE,824,8,16,66,6,2018,12/14/2018 16:11
11528975,JB544719,7/12/2018 22:00,056XX S WOLCOTT AVE,810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,FALSE,FALSE,715,7,15,67,6,2018,12/14/2018 16:11
11529027,JB544801,7/12/2018 22:00,034XX N RIDGEWAY AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1732,17,30,21,7,2018,12/14/2018 16:11
11531467,JB547959,7/12/2018 22:00,035XX N LAKE SHORE DR,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,FALSE,1925,19,46,6,26,2018,12/14/2018 16:11
11528853,JB544592,7/12/2018 22:00,003XX E NORTH WATER ST,890,THEFT,FROM BUILDING,HOTEL/MOTEL,FALSE,FALSE,1834,18,42,8,6,2018,12/14/2018 16:11
11529052,JB544884,7/12/2018 22:00,017XX N LINDER AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2532,25,37,25,7,2018,12/14/2018 16:11
11542790,JB562775,7/12/2018 22:00,061XX W LAWRENCE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1622,16,38,15,6,2018,12/26/2018 16:12
11528998,JB544755,7/12/2018 22:00,065XX N TALMAN AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,2412,24,50,2,6,2018,12/14/2018 16:11
11529015,JB544787,7/12/2018 22:00,080XX S TRIPP AVE,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,STREET,FALSE,FALSE,834,8,18,70,26,2018,12/14/2018 16:11
11529043,JB544769,7/12/2018 22:00,066XX S KIMBARK AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,321,3,5,42,6,2018,12/14/2018 16:11
11528781,JB544462,7/12/2018 22:00,077XX S EAST END AVE,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,TRUE,414,4,8,43,08A,2018,12/14/2018 16:11
11531125,JB547581,7/12/2018 22:00,097XX S PRINCETON AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,511,5,21,49,6,2018,12/14/2018 16:11
11528968,JB544700,7/12/2018 22:00,132XX S PRAIRIE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,FALSE,FALSE,533,5,9,54,7,2018,12/14/2018 16:11
11531263,JB547904,7/12/2018 22:00,049XX W MONROE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1533,15,28,25,14,2018,12/14/2018 16:11
11528848,JB544457,7/12/2018 21:56,018XX N ROCKWELL ST,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,RESIDENCE,TRUE,FALSE,1421,14,1,22,24,2018,12/14/2018 16:11
11528789,JB544449,7/12/2018 21:56,053XX W WRIGHTWOOD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2514,25,31,19,08B,2018,12/14/2018 16:11
11528758,JB544441,7/12/2018 21:55,017XX N WILMOT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1434,14,32,24,14,2018,12/14/2018 16:11
11528812,JB544437,7/12/2018 21:53,016XX W 81ST ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,614,6,21,71,08B,2018,12/14/2018 16:11
11528827,JB544469,7/12/2018 21:52,078XX S SOUTH SHORE DR,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,FALSE,TRUE,421,4,7,43,04A,2018,12/14/2018 16:11
11528851,JB544440,7/12/2018 21:50,021XX W CHURCHILL ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1434,14,32,24,14,2018,12/14/2018 16:11
11528764,JB544443,7/12/2018 21:50,0000X E 119TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,532,5,9,53,18,2018,12/14/2018 16:11
11528801,JB544452,7/12/2018 21:45,006XX S PULASKI RD,031A,ROBBERY,ARMED: HANDGUN,GROCERY FOOD STORE,FALSE,FALSE,1132,11,24,26,3,2018,12/14/2018 16:11
11528766,JB544436,7/12/2018 21:45,017XX N PAULINA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1433,14,32,24,14,2018,12/14/2018 16:11
11528886,JB544580,7/12/2018 21:45,018XX N MILWAUKEE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,TRUE,FALSE,1434,14,32,22,14,2018,12/14/2018 16:11
11528821,JB544468,7/12/2018 21:45,090XX S COMMERCIAL AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,FALSE,FALSE,423,4,10,46,04B,2018,12/14/2018 16:11
11528854,JB544493,7/12/2018 21:43,018XX N PAULINA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,TRUE,FALSE,1433,14,32,22,14,2018,12/14/2018 16:11
