ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,Year,Updated On
11740889,JC328537,6/29/2019 23:59,133XX S CARONDOLET AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,433,4,10,55,14,2019,6/7/2019 16:09
11740555,JC328065,6/29/2019 23:53,034XX S DR MARTIN LUTHER KING JR DR,460,BATTERY,SIMPLE,RESTAURANT,FALSE,FALSE,211,2,4,35,08B,2019,6/7/2019 16:09
11740554,JC328063,6/29/2019 23:53,056XX S HONORE ST,031A,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,715,7,15,67,3,2019,6/7/2019 16:09
11740487,JC328047,6/29/2019 23:50,064XX S LONG AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,813,8,13,64,08B,2019,6/7/2019 16:09
11740575,JC328034,6/29/2019 23:50,069XX S PEORIA ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,733,7,6,68,15,2019,6/7/2019 16:09
24625,JC327983,6/29/2019 23:49,060XX S KOMENSKY AVE,110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,FALSE,FALSE,813,8,23,65,01A,2019,6/7/2019 16:09
11740731,JC328077,6/29/2019 23:45,043XX S OAKENWALD AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,222,2,4,39,08B,2019,6/7/2019 16:09
11741037,JC328692,6/29/2019 23:45,111XX S TROY ST,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2211,22,19,74,6,2019,6/7/2019 16:09
11740999,JC328612,6/29/2019 23:42,006XX S STATE ST,460,BATTERY,SIMPLE,HOTEL/MOTEL,FALSE,FALSE,123,1,4,32,08B,2019,6/7/2019 16:09
11740614,JC328025,6/29/2019 23:40,018XX S SPRINGFIELD AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,TRUE,1014,10,24,29,04A,2019,6/7/2019 16:09
11740678,JC328032,6/29/2019 23:40,055XX S HAMILTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,715,7,15,67,14,2019,6/7/2019 16:09
11740604,JC328119,6/29/2019 23:39,055XX S SEELEY AVE,1479,CONCEALED CARRY LICENSE VIOLATION,ARMED WHILE UNDER THE INFLUENCE,STREET,TRUE,FALSE,715,7,15,67,15,2019,6/7/2019 16:09
11743532,JC331493,6/29/2019 23:30,019XX W 47TH ST,460,BATTERY,SIMPLE,ALLEY,FALSE,FALSE,931,9,15,61,08B,2019,6/7/2019 16:09
11740540,JC328075,6/29/2019 23:30,085XX S PAULINA ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,614,6,21,71,08B,2019,6/7/2019 16:09
11740586,JC328028,6/29/2019 23:30,032XX W DOUGLAS BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,1022,10,24,29,08B,2019,6/7/2019 16:09
11740592,JC328031,6/29/2019 23:30,027XX W LEXINGTON ST,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,1135,11,28,27,08B,2019,6/7/2019 16:09
11742390,JC330351,6/29/2019 23:30,087XX S MANISTEE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,423,4,7,46,6,2019,6/7/2019 16:09
11740515,JC328085,6/29/2019 23:29,103XX S RHODES AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,SIDEWALK,TRUE,FALSE,512,5,9,49,18,2019,6/7/2019 16:09
11740509,JC328008,6/29/2019 23:27,007XX N CICERO AVE,460,BATTERY,SIMPLE,TAVERN/LIQUOR STORE,TRUE,FALSE,1111,11,28,25,08B,2019,6/7/2019 16:09
11740538,JC328036,6/29/2019 23:23,093XX S COMMERCIAL AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,423,4,10,48,15,2019,6/7/2019 16:09
11740533,JC328024,6/29/2019 23:22,006XX W MARQUETTE RD,460,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,723,7,6,68,08B,2019,6/7/2019 16:09
11740496,JC328023,6/29/2019 23:20,024XX N LINDEN PL,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,TRUE,TRUE,1414,14,32,22,04A,2019,6/7/2019 16:09
11740579,JC328043,6/29/2019 23:20,003XX W 108TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,513,5,34,49,08B,2019,6/7/2019 16:09
11740442,JC328007,6/29/2019 23:19,039XX W FLOURNOY ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,ABANDONED BUILDING,TRUE,FALSE,1132,11,24,26,18,2019,6/7/2019 16:09
11740504,JC328012,6/29/2019 23:13,085XX S COTTAGE GROVE AVE,1480,CONCEALED CARRY LICENSE VIOLATION,OTHER,VEHICLE-COMMERCIAL,TRUE,FALSE,632,6,8,44,15,2019,6/7/2019 16:09
11740527,JC328019,6/29/2019 23:09,016XX N MILWAUKEE AVE,860,THEFT,RETAIL THEFT,DRUG STORE,FALSE,FALSE,1434,14,2,24,6,2019,6/7/2019 16:09
11740760,JC328003,6/29/2019 23:05,012XX N DEARBORN ST,560,ASSAULT,SIMPLE,SMALL RETAIL STORE,FALSE,FALSE,1824,18,2,8,08A,2019,6/7/2019 16:09
11740461,JC327974,6/29/2019 23:02,039XX W WILCOX ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,PARK PROPERTY,FALSE,FALSE,1122,11,28,26,15,2019,6/7/2019 16:09
11740724,JC327993,6/29/2019 23:02,099XX S LA SALLE ST,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,STREET,FALSE,FALSE,511,5,9,49,3,2019,6/7/2019 16:09
11740878,JC328520,6/29/2019 23:00,073XX S CICERO AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,833,8,18,65,6,2019,6/7/2019 16:09
11740821,JC328384,6/29/2019 23:00,040XX W DIVERSEY AVE,870,THEFT,POCKET-PICKING,SMALL RETAIL STORE,FALSE,FALSE,2523,25,31,21,6,2019,6/7/2019 16:09
11740671,JC328254,6/29/2019 23:00,023XX N MILWAUKEE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1414,14,1,22,14,2019,6/7/2019 16:09
11740905,JC328511,6/29/2019 23:00,096XX S WALLACE ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2223,22,21,73,7,2019,6/7/2019 16:09
11740546,JC328099,6/29/2019 23:00,007XX E 31ST DR,910,MOTOR VEHICLE THEFT,AUTOMOBILE,LAKEFRONT/WATERFRONT/RIVERBANK,FALSE,FALSE,133,1,4,35,7,2019,6/7/2019 16:09
11740523,JC328004,6/29/2019 23:00,023XX W HURON ST,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1221,12,1,24,5,2019,6/7/2019 16:09
11740804,JC328347,6/29/2019 23:00,053XX W CHICAGO AVE,460,BATTERY,SIMPLE,TAVERN/LIQUOR STORE,FALSE,FALSE,1524,15,37,25,08B,2019,6/7/2019 16:09
11740778,JC328346,6/29/2019 23:00,081XX S PAXTON AVE,810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,FALSE,FALSE,414,4,8,46,6,2019,6/7/2019 16:09
11740484,JC327990,6/29/2019 23:00,076XX S CREGIER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,414,4,8,43,14,2019,6/7/2019 16:09
11741059,JC328316,6/29/2019 23:00,077XX S COLES AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,421,4,7,43,7,2019,6/7/2019 16:09
11740581,JC327980,6/29/2019 22:58,009XX E 100TH PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,511,5,8,50,08B,2019,6/7/2019 16:09
11740626,JC327982,6/29/2019 22:50,005XX S STATE ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,123,1,4,32,6,2019,6/7/2019 16:09
11741035,JC328489,6/29/2019 22:50,003XX E KENSINGTON AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,FALSE,TRUE,532,5,9,53,26,2019,6/7/2019 16:09
11740491,JC328044,6/29/2019 22:47,132XX S ELLIS AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,CHA PARKING LOT/GROUNDS,TRUE,FALSE,533,5,9,54,24,2019,6/7/2019 16:09
11740429,JC327962,6/29/2019 22:45,012XX N CALIFORNIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1423,14,26,24,14,2019,6/7/2019 16:09
11740433,JC327953,6/29/2019 22:45,015XX S DRAKE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,1021,10,24,29,08A,2019,6/7/2019 16:09
11740459,JC327978,6/29/2019 22:44,095XX S DR MARTIN LUTHER KING JR DR,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,GAS STATION,FALSE,FALSE,511,5,9,49,15,2019,6/7/2019 16:09
11740517,JC327964,6/29/2019 22:37,002XX E 42ND ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,213,2,3,38,08B,2019,6/7/2019 16:09
11740498,JC327972,6/29/2019 22:35,003XX N LOTUS AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1523,15,37,25,08B,2019,6/7/2019 16:09
11740583,JC328018,6/29/2019 22:32,0000X N LOREL AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,1522,15,29,25,15,2019,6/7/2019 16:09
11740734,JC328298,6/29/2019 22:30,006XX N HAMLIN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1122,11,27,23,14,2019,6/7/2019 16:09
11740950,JC328527,6/29/2019 22:30,052XX W WASHINGTON BLVD,810,THEFT,OVER $500,RESIDENCE,FALSE,TRUE,1522,15,28,25,6,2019,6/7/2019 16:09
11740860,JC328369,6/29/2019 22:30,027XX N WHIPPLE ST,917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,FALSE,FALSE,1411,14,32,22,7,2019,6/7/2019 16:09
11740930,JC328525,6/29/2019 22:30,018XX S CALUMET AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,132,1,3,33,14,2019,6/7/2019 16:09
11740811,JC328371,6/29/2019 22:30,035XX S STATE ST,810,THEFT,OVER $500,CTA BUS,FALSE,FALSE,213,2,3,35,6,2019,6/7/2019 16:09
11740457,JC327950,6/29/2019 22:30,111XX S AVENUE B,460,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,433,4,10,52,08B,2019,6/7/2019 16:09
11740468,JC327969,6/29/2019 22:30,012XX N CALIFORNIA AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA BUS STOP,FALSE,FALSE,1423,14,26,24,14,2019,6/7/2019 16:09
11740421,JC327931,6/29/2019 22:27,008XX N HOMAN AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1121,11,27,23,08B,2019,6/7/2019 16:09
11741323,JC329096,6/29/2019 22:27,020XX W RICE ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,1212,12,2,24,5,2019,6/7/2019 16:09
11740508,JC327958,6/29/2019 22:23,055XX W VAN BUREN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1522,15,29,25,08B,2019,6/7/2019 16:09
11740469,JC327967,6/29/2019 22:20,011XX S STATE ST,460,BATTERY,SIMPLE,CTA PLATFORM,FALSE,FALSE,123,1,4,32,08B,2019,6/7/2019 16:09
11740483,JC327986,6/29/2019 22:18,004XX E 61ST ST,2022,NARCOTICS,POSS: COCAINE,SIDEWALK,TRUE,FALSE,313,3,20,42,18,2019,6/7/2019 16:09
11740720,JC328061,6/29/2019 22:12,107XX S EBERHART AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,513,5,9,49,15,2019,6/7/2019 16:09
11740422,JC327914,6/29/2019 22:11,005XX E 87TH ST,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,VEHICLE NON-COMMERCIAL,TRUE,FALSE,632,6,6,44,26,2019,6/7/2019 16:09
11741122,JC328000,6/29/2019 22:10,089XX S ASHLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,HOTEL/MOTEL,FALSE,FALSE,2221,22,21,73,14,2019,6/7/2019 16:09
11740514,JC327977,6/29/2019 22:05,049XX N ST LOUIS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,TRUE,FALSE,1712,17,33,14,14,2019,6/7/2019 16:09
11740418,JC327916,6/29/2019 22:05,008XX S SACRAMENTO BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,1134,11,28,27,08B,2019,6/7/2019 16:09
11740882,JC328505,6/29/2019 22:00,025XX N KEDZIE BLVD,810,THEFT,OVER $500,STREET,FALSE,FALSE,1414,14,32,22,6,2019,6/7/2019 16:09
11740482,JC327941,6/29/2019 22:00,002XX W 47TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,925,9,3,37,08B,2019,6/7/2019 16:09
11741346,JC329146,6/29/2019 22:00,069XX S CALUMET AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,322,3,6,69,7,2019,6/7/2019 16:09
11740983,JC328566,6/29/2019 22:00,017XX W 45TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,924,9,15,61,7,2019,6/7/2019 16:09
11741073,JC328676,6/29/2019 22:00,041XX W 70TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,833,8,13,65,14,2019,6/7/2019 16:09
11741396,JC328606,6/29/2019 22:00,0000X E Ohio St,810,THEFT,OVER $500,HOTEL/MOTEL,FALSE,FALSE,1834,18,42,8,6,2019,6/7/2019 16:09
11741344,JC329178,6/29/2019 22:00,005XX W MADISON ST,810,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,121,1,42,28,6,2019,6/7/2019 16:09
11740485,JC327960,6/29/2019 22:00,072XX S EUCLID AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,333,3,5,43,08B,2019,6/7/2019 16:09
11741272,JC329008,6/29/2019 22:00,084XX S KNOX AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,834,8,18,70,08B,2019,6/7/2019 16:09
11740830,JC328424,6/29/2019 22:00,101XX S EMERALD AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,2232,22,34,73,5,2019,6/7/2019 16:09
11740564,JC327936,6/29/2019 21:56,087XX S ABERDEEN ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,2222,22,21,71,15,2019,6/7/2019 16:09
11740440,JC327924,6/29/2019 21:53,008XX W WELLINGTON AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE,TRUE,FALSE,1933,19,44,6,18,2019,6/7/2019 16:09
11740597,JC327944,6/29/2019 21:52,039XX W OGDEN AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,FALSE,FALSE,1013,10,22,29,26,2019,6/7/2019 16:09
11740411,JC327902,6/29/2019 21:52,065XX S LOWE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,723,7,20,68,08B,2019,6/7/2019 16:09
11740445,JC327952,6/29/2019 21:52,085XX S ESCANABA AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,423,4,10,46,15,2019,6/7/2019 16:09
11740495,JC327906,6/29/2019 21:50,059XX W ERIE ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1511,15,29,25,6,2019,6/7/2019 16:09
11740377,JC327905,6/29/2019 21:50,112XX S VERNON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,531,5,9,49,08B,2019,6/7/2019 16:09
11742244,JC329963,6/29/2019 21:45,012XX W GRAND AVE,560,ASSAULT,SIMPLE,RESTAURANT,FALSE,FALSE,1215,12,27,24,08A,2019,6/7/2019 16:09
11740673,JC327915,6/29/2019 21:45,050XX W BYRON ST,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,1634,16,45,15,08A,2019,6/7/2019 16:09
11740414,JC327937,6/29/2019 21:41,057XX S CALUMET AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,232,2,20,40,14,2019,6/7/2019 16:09
11740492,JC327945,6/29/2019 21:40,011XX S WHIPPLE ST,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,STREET,TRUE,FALSE,1134,11,28,29,26,2019,6/7/2019 16:09
11740395,JC327884,6/29/2019 21:36,049XX W OHIO ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,TRUE,TRUE,1532,15,37,25,04A,2019,6/7/2019 16:09
11740516,JC327965,6/29/2019 21:35,064XX S RICHARDS DR,460,BATTERY,SIMPLE,LAKEFRONT/WATERFRONT/RIVERBANK,FALSE,FALSE,331,3,5,42,08B,2019,6/7/2019 16:09
11740406,JC327882,6/29/2019 21:31,041XX N MILWAUKEE AVE,340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,FALSE,FALSE,1624,16,45,15,3,2019,6/7/2019 16:09
11740834,JC328429,6/29/2019 21:30,082XX S JUSTINE ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,614,6,21,71,7,2019,6/7/2019 16:09
11741184,JC328823,6/29/2019 21:30,002XX W 106TH ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,FALSE,TRUE,512,5,34,49,20,2019,6/7/2019 16:09
11740553,JC328081,6/29/2019 21:30,025XX N KEDZIE BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1414,14,32,22,14,2019,6/7/2019 16:09
11740500,JC328014,6/29/2019 21:30,053XX W FOSTER AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1623,16,45,11,5,2019,6/7/2019 16:09
11740473,JC327908,6/29/2019 21:30,0000X E RANDOLPH ST,890,THEFT,FROM BUILDING,DEPARTMENT STORE,FALSE,FALSE,111,1,42,32,6,2019,6/7/2019 16:09
11742893,JC330133,6/29/2019 21:30,045XX N MAGNOLIA AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,FALSE,TRUE,1913,19,46,3,08B,2019,6/7/2019 16:09
11742352,JC330275,6/29/2019 21:30,089XX S EGGLESTON AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2223,22,21,71,6,2019,6/7/2019 16:09
11741649,JC329290,6/29/2019 21:27,003XX S SACRAMENTO BLVD,890,THEFT,FROM BUILDING,GAS STATION,FALSE,FALSE,1124,11,28,27,6,2019,6/7/2019 16:09
11740466,JC327930,6/29/2019 21:25,003XX W 35TH ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,915,9,11,34,26,2019,6/7/2019 16:09
11740390,JC327888,6/29/2019 21:24,006XX E 130TH ST,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,TRUE,FALSE,533,5,9,54,26,2019,6/7/2019 16:09
11740506,JC327893,6/29/2019 21:21,0000X S HALSTED ST,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,1232,12,27,28,6,2019,6/7/2019 16:09
11740387,JC327876,6/29/2019 21:21,014XX W FLOURNOY ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1231,12,28,28,26,2019,6/7/2019 16:09
11740489,JC327883,6/29/2019 21:20,010XX N PULASKI RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,FALSE,TRUE,1112,11,37,23,08B,2019,6/7/2019 16:09
11740704,JC327918,6/29/2019 21:20,025XX N KILBOURN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2521,25,31,20,08B,2019,6/7/2019 16:09
11740690,JC327922,6/29/2019 21:20,035XX S RHODES AVE,479,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,STREET,FALSE,FALSE,212,2,4,35,04B,2019,6/7/2019 16:09
11741270,JC327890,6/29/2019 21:15,003XX N DESPLAINES ST,560,ASSAULT,SIMPLE,OTHER,FALSE,FALSE,1214,12,42,28,08A,2019,6/7/2019 16:09
11740380,JC327911,6/29/2019 21:15,049XX N MENARD AVE,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1622,16,45,11,6,2019,6/7/2019 16:09
11740490,JC327863,6/29/2019 21:04,122XX S MAY ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,524,5,34,53,04B,2019,6/7/2019 16:09
11740605,JC327896,6/29/2019 21:04,024XX N NEVA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2512,25,36,18,08B,2019,6/7/2019 16:09
11743413,JC331566,6/29/2019 21:00,019XX W MADISON ST,890,THEFT,FROM BUILDING,SPORTS ARENA/STADIUM,FALSE,FALSE,1223,12,27,28,6,2019,6/7/2019 16:09
11740467,JC327948,6/29/2019 21:00,012XX S ASHLAND AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,FALSE,1233,12,28,28,04B,2019,6/7/2019 16:09
11740736,JC328261,6/29/2019 21:00,065XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,312,3,20,69,14,2019,6/7/2019 16:09
11743440,JC330702,6/29/2019 21:00,057XX W SUPERIOR ST,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1511,15,29,25,6,2019,6/7/2019 16:09
11740530,JC328026,6/29/2019 21:00,063XX N ARTESIAN AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,FALSE,FALSE,2413,24,50,2,26,2019,6/7/2019 16:09
11740310,JC327854,6/29/2019 21:00,0000X E MONROE ST,810,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,112,1,42,32,6,2019,6/7/2019 16:09
11742016,JC329874,6/29/2019 21:00,003XX S SACRAMENTO BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,GAS STATION,FALSE,TRUE,1124,11,28,27,08B,2019,6/7/2019 16:09
11740494,JC328064,6/29/2019 21:00,079XX S DAMEN AVE,820,THEFT,$500 AND UNDER,GAS STATION,FALSE,FALSE,611,6,17,71,6,2019,6/7/2019 16:09
11740428,JC327940,6/29/2019 21:00,013XX W FULLERTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1932,19,2,7,14,2019,6/7/2019 16:09
11740769,JC328344,6/29/2019 21:00,012XX W 71ST ST,810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,734,7,6,67,6,2019,6/7/2019 16:09
11740789,JC328374,6/29/2019 21:00,019XX W FERDINAND ST,1310,CRIMINAL DAMAGE,TO PROPERTY,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1221,12,27,24,14,2019,6/7/2019 16:09
11740847,JC328438,6/29/2019 21:00,014XX S SACRAMENTO DR,810,THEFT,OVER $500,PARK PROPERTY,FALSE,FALSE,1022,10,24,29,6,2019,6/7/2019 16:09
11740404,JC327870,6/29/2019 21:00,004XX E 82ND ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,631,6,6,44,08B,2019,6/7/2019 16:09
11740348,JC327881,6/29/2019 21:00,0000X N FRANKLIN ST,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,122,1,42,32,6,2019,6/7/2019 16:09
11740822,JC328391,6/29/2019 21:00,023XX N DRAKE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1413,14,35,22,14,2019,6/7/2019 16:09
11742148,JC329595,6/29/2019 21:00,062XX S UNION AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,FALSE,FALSE,711,7,16,68,14,2019,6/7/2019 16:09
11740355,JC327872,6/29/2019 21:00,109XX S DOTY AVE W,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,513,5,9,50,6,2019,6/7/2019 16:09
11740451,JC327903,6/29/2019 20:58,006XX E 87TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,632,6,6,44,15,2019,6/7/2019 16:09
11740497,JC327880,6/29/2019 20:58,030XX N HALSTED ST,330,ROBBERY,AGGRAVATED,CONVENIENCE STORE,FALSE,FALSE,1933,19,44,6,3,2019,6/7/2019 16:09
11742271,JC327979,6/29/2019 20:45,004XX N CLARK ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1831,18,42,8,6,2019,6/7/2019 16:09
11740366,JC327840,6/29/2019 20:42,054XX W WRIGHTWOOD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,2515,25,30,19,08B,2019,6/7/2019 16:09
11740571,JC327862,6/29/2019 20:40,009XX E 132ND ST,041A,BATTERY,AGGRAVATED: HANDGUN,PARK PROPERTY,FALSE,FALSE,533,5,9,54,04B,2019,6/7/2019 16:09
11740372,JC327838,6/29/2019 20:40,052XX S SPRINGFIELD AVE,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,822,8,23,62,08A,2019,6/7/2019 16:09
11740403,JC327860,6/29/2019 20:40,027XX S KEDVALE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,1031,10,22,30,08B,2019,6/7/2019 16:09
11740443,JC327859,6/29/2019 20:38,067XX N SAUGANASH AVE,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1621,16,41,12,08B,2019,6/7/2019 16:09
11740386,JC327820,6/29/2019 20:35,103XX S MICHIGAN AVE,560,ASSAULT,SIMPLE,CTA BUS,TRUE,FALSE,512,5,9,49,08A,2019,6/7/2019 16:09
11740344,JC327852,6/29/2019 20:32,026XX W 15TH PL,560,ASSAULT,SIMPLE,RESIDENCE,TRUE,FALSE,1023,10,28,29,08A,2019,6/7/2019 16:09
